MLSNumber,Address,Category,StreetNumber,StreetName,UnitNumber,CrossStreet,FloorNumber,City,State,Zip Code,County,MLSArea,Township,Subdivision,School District,Schools-Elementary,Schools-Middle,Schools-HighSchool,Ownership,Senior Community YN,Condo/Coop Assoc YN,HOA YN,AssociationFee,AssociationFeeFrequency,Structure Type ,OriginatingMLS ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC508192,1214 Ipswich Dr,RES,1214,Ipswich,,Westlock Drive,,Wilmington,DE,19808,NEWCASTLEDE,30903,,SHERWOOD PARK II,Red Clay Consolidated,Brandywine Springs,Skyline,Mckean,FeeSimple,No,No,Yes,$25 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC503136,9 Plover Ct,RES,9,Plover,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,BROOKMEADE,Red Clay Consolidated,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC524174,4706 Old Capitol Trl,RES,4706,Old Capitol,,Kirkwood Highway,,Wilmington,DE,19808,NEWCASTLEDE,30903,,DELPARK MANOR,Red Clay Consolidated,Forest Oak,Stanton,John Dickinson,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC504944,335 Regis Falls Ave,RES,335,Regis Falls,,,,Wilmington,DE,19808,NEWCASTLEDE,30902,,LITTLE FALLS VILL,Red Clay Consolidated,,,,FeeSimple,Yes,No,Yes,$125 ,Monthly,Interior Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC510758,2633 Sherwood Dr,RES,2633,Sherwood,,Dorcaster,,Wilmington,DE,19808,NEWCASTLEDE,30903,,SHERWOOD PARK I,Red Clay Consolidated,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC506228,326 S Waterford Ln,RES,326,Waterford,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,NORTH POINTE,Red Clay Consolidated,Linden Hill,Skyline,Dickinson,FeeSimple,No,No,Yes,$275 ,Annually,Interior Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC502016,4814 Pennington Ct,RES,4814,Pennington,,Mermaid Blvd,,Wilmington,DE,19808,NEWCASTLEDE,30903,,LINDEN HEATH,Red Clay Consolidated,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC507080,2909 Washington Avenue,RES,2909,Washington Avenue,,Hawthorne,,Wilmington,DE,19808,NEWCASTLEDE,30903,,CHRISTIANSHIRE,Red Clay Consolidated,Marbrook,Alexis I. Du Pont,Mckean,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC502246,177 Steven Ln,RES,177,Steven,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,LIMESTONE HILLS WEST,Red Clay Consolidated,,,,FeeSimple,No,No,Yes,$275 ,Annually,End of Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC521774,2611 Bardell Dr,RES,2611,Bardell,,McKennans,,Wilmington,DE,19808,NEWCASTLEDE,30903,,SHERWOOD PARK II,Red Clay Consolidated,,,,FeeSimple,No,No,Yes,$25 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC521654,2608 Montclare Dr,RES,2608,Montclare,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,MONTCLARE,Red Clay Consolidated,,,,FeeSimple,No,No,Yes,$25 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC511202,107 Falcon Ln,RES,107,Falcon,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,LIMESTONE HILLS,Red Clay Consolidated,,,,FeeSimple,No,No,Yes,$275 ,Annually,Twin/Semi-Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC510324,2847 E Oakland Dr,RES,2847,Oakland,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,BRANDYWINE SPRINGS,Red Clay Consolidated,Brandywine Springs,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC508468,112 Victoria Falls Ln,RES,112,Victoria Falls,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,LITTLE FALLS VILL,Red Clay Consolidated,Marbrook,Alexis I. Du Pont,Alexis I. Dupont,FeeSimple,Yes,No,Yes,$125 ,Monthly,Interior Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC500086,119 Dunbarton Dr,RES,119,Dunbarton,,Drummond Drive,,Wilmington,DE,19808,NEWCASTLEDE,30903,,HIGHLAND WEST,Red Clay Consolidated,,,,FeeSimple,No,No,Yes,$40 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC519170,2636 Heritage Farm Dr,RES,2636,Heritage Farm,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,HERITAGE FARM,Red Clay Consolidated,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC506782,2617 Skylark Rd,RES,2617,Skylark,,Turnstone Rd,1,Wilmington,DE,19808,NEWCASTLEDE,30903,,BROOKMEADE II,Red Clay Consolidated,Marbrook,,,FeeSimple,No,No,Yes,$60 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC503796,4720 Mermaid Blvd,RES,4720,Mermaid,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,LINDEN HEATH,Red Clay Consolidated,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC502642,1168 Elderon Dr,RES,1168,Elderon,,Arundel Drive,,Wilmington,DE,19808,NEWCASTLEDE,30903,,ARUNDEL,Red Clay Consolidated,Heritage,Skyline,Mckean,FeeSimple,No,No,Yes,$100 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC501302,135 Victoria Falls Ln,RES,135,Victoria Falls,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,LITTLE FALLS VILL,Red Clay Consolidated,Marbrook,Dupont A,Dupont,FeeSimple,Yes,No,Yes,$125 ,Monthly,Interior Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC507888,22 Milltown Rd,RES,22,Milltown,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,NONE AVAILABLE,Red Clay Consolidated,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC505128,5111 New Kent Rd,RES,5111,New Kent,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,LINDEN HILL VILLAG,Red Clay Consolidated,Linden Hill,Skyline,Dickinson,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC510222,609 Dandenog Dr,RES,609,Dandenog,,Millcreek Rd.,,Wilmington,DE,19808,NEWCASTLEDE,30903,,CASTLESHIRE,Red Clay Consolidated,Brandywine Springs School,Skyline,Mckean,FeeSimple,No,No,Yes,$150 ,Monthly,End of Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC509756,2620 Crossgates Dr,RES,2620,Crossgates,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,CROSSGATES,Red Clay Consolidated,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC523192,5 Pinyon Pine Cir,RES,5,Pinyon Pine,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,THE PINES,Red Clay Consolidated,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC521940,24 Falcon Ct,RES,24,Falcon Ct,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,LIMESTONE HILLS,Red Clay Consolidated,,,,FeeSimple,No,No,Yes,$275 ,Annually,Interior Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC520576,2611 Drayton Dr,RES,2611,Drayton,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,HERITAGE PARK,Red Clay Consolidated,Warner,Skyline,Dickinson,FeeSimple,No,No,Yes,$25 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC511662,26 Yellow Pine Ct,RES,26,Yellow Pine,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,PINES OF PIKE CREEK,Red Clay Consolidated,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC508690,191 Steven Ln,RES,191,Steven,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,LIMESTONE HILLS WEST,Red Clay Consolidated,,,,FeeSimple,No,No,Yes,$275 ,Annually,End of Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC505658,3120 Pennock Rd,RES,3120,Pennock,,Old Milltown Rd,,Wilmington,DE,19808,NEWCASTLEDE,30903,,PIKE CREEK,Red Clay Consolidated,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC523990,4529 Pickwick Dr,RES,4529,Pickwick,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,LIMESTONE GARDENS,Red Clay Consolidated,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC509474,2747 Skylark Rd,RES,2747,Skylark,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,BROOKMEADE II,Red Clay Consolidated,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC508688,28 Yearsley Dr,RES,28,Yearsley,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,PARKWOOD,Red Clay Consolidated,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC508854,2304 Saint Francis St,RES,2304,Saint Francis,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,VILLAGE OF LINDELL,Red Clay Consolidated,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC503750,3313 Skyline Dr,RES,3313,Skyline,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,LINDEN HILL VILLAG,Red Clay Consolidated,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC516904,3227 Whiteman Rd,RES,3227,Whiteman,,Longfellow,,Wilmington,DE,19808,NEWCASTLEDE,30903,,LINDEN HILL VILLAG,Red Clay Consolidated,Linden Hill,Skyline,Dickinson,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2000066,170 Gregg Dr,RES,170,Gregg,,Braken,,Wilmington,DE,19808,NEWCASTLEDE,30903,,LIMESTONE HILLS,Red Clay Consolidated,,,,FeeSimple,No,No,Yes,$275 ,Annually,Interior Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC520958,3304 Heritage Dr,RES,3304,Heritage,,Cheltenham,,Wilmington,DE,19808,NEWCASTLEDE,30903,,WESTMINSTER,Red Clay Consolidated,,,,FeeSimple,No,No,Yes,$425 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC519448,114 Victoria Falls Ln,RES,114,Victoria Falls,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,LITTLE FALLS VILL,Red Clay Consolidated,,,,FeeSimple,Yes,No,Yes,$125 ,Monthly,End of Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC494732,103 Falcon Ln,RES,103,Falcon,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,LIMESTONE HILLS,Red Clay Consolidated,,,,FeeSimple,No,No,Yes,$275 ,Annually,Twin/Semi-Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC490336,133 Fairhill Dr,RES,133,Fairhill,,,,Wilmington,DE,19808,NEWCASTLEDE,30902,,LIMESTONE HILLS,Red Clay Consolidated,,,,FeeSimple,No,No,Yes,$275 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC510084,347 Regis Falls Ave,RES,347,Regis Falls,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,LITTLE FALLS VILL,Red Clay Consolidated,,,Alexis I. Dupont,FeeSimple,Yes,No,Yes,$125 ,Monthly,Interior Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC524252,383 Regis Falls Ave,RES,383,Regis Falls,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,LITTLE FALLS VILL,Red Clay Consolidated,,,,FeeSimple,Yes,No,Yes,$125 ,Monthly,Interior Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC497966,2107 Walmsley Dr,RES,2107,Walmsley,,Old Capitol,,Wilmington,DE,19808,NEWCASTLEDE,30903,,EASTBURN ACRES,Red Clay Consolidated,Forest Oak,Stanton,John Dickinson,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC509556,109 Balmore Ln,RES,109,Balmore,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,HIGHLAND WEST,Red Clay Consolidated,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC508770,4747 Hogan Dr,RES,4747,Hogan,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,LINDEN HEATH,Red Clay Consolidated,Linden Hill,Skyline,John Dickinson,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC510916,5110 New Kent Rd,RES,5110,New Kent,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,LINDEN HILL VILLAG,Red Clay Consolidated,Linden Hill,Skyline,John Dickinson,FeeSimple,No,No,Yes,$100 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC511954,206 W Longspur Dr,RES,206,Longspur,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,LIMESTONE HILLS,Red Clay Consolidated,,,,FeeSimple,No,No,Yes,$275 ,Annually,Interior Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC502842,706 Sweetleaf Dr,RES,706,Sweetleaf,,Greenwood Drive,,Wilmington,DE,19808,NEWCASTLEDE,30903,,WOOD CREEK,Red Clay Consolidated,Linden Hill,Skyline,John Dickinson,FeeSimple,No,No,Yes,$125 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC511198,330 S Waterford Ln,RES,330,Waterford,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,NORTH POINTE,Red Clay Consolidated,Linden Hill,Skyline,Dickinson,FeeSimple,No,No,Yes,$275 ,Annually,Interior Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC504438,145 Victoria Falls Ln,RES,145,Victoria Falls,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,LITTLE FALLS VILL,Red Clay Consolidated,Marbrook,Dupont A,Dupont,Condominium,Yes,No,Yes,$125 ,Monthly,End of Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC523228,6 Yellow Pine Ct,RES,6,Yellow Pine,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,THE PINES,Red Clay Consolidated,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC521638,317 Regis Falls Ave,RES,317,Regis Falls,,Niagara Falls,,Wilmington,DE,19808,NEWCASTLEDE,30903,,LITTLE FALLS VILL,Red Clay Consolidated,,,,FeeSimple,Yes,No,Yes,$125 ,Monthly,End of Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC502832,3013 Ridgevale Rd,RES,3013,Ridgevale,,Crestline Rd,,Wilmington,DE,19808,NEWCASTLEDE,30903,,SKYLINE HILLS OF,Red Clay Consolidated,Heritage,Skyline,John Dickinson,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC510784,614 Beaver Falls Pl,RES,614,Beaver Falls,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,LITTLE FALLS VILL,Red Clay Consolidated,,,,FeeSimple,Yes,No,Yes,$125 ,Monthly,End of Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC503650,40 Hayloft Cir,RES,40,Hayloft,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,LIMESTONE HILLS,Red Clay Consolidated,,,,FeeSimple,No,Yes,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC520062,7 Ivy Ct,RES,7,Ivy,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,WOOD CREEK,Red Clay Consolidated,Linden Hill,Skyline,Dickinson,FeeSimple,No,No,Yes,$125 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC506922,13 Drummond Dr,RES,13,Drummond,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,HIGHLAND WEST,Red Clay Consolidated,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC521334,190 Gregg Dr,RES,190,Gregg,,Braken,,Wilmington,DE,19808,NEWCASTLEDE,30903,,LIMESTONE HILLS,Red Clay Consolidated,,,,FeeSimple,No,No,Yes,$275 ,Annually,End of Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC511906,208 W Longspur Dr,RES,208,Longspur,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,LIMESTONE HILLS,Red Clay Consolidated,Cooke,,,FeeSimple,No,No,Yes,$275 ,Annually,End of Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC508402,5 Gregg Ct,RES,5,Gregg,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,WOOD CREEK,Red Clay Consolidated,,,,FeeSimple,No,No,Yes,$125 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC500858,145 Oldbury Dr,RES,145,Oldbury,,Westgate Dr,,Wilmington,DE,19808,NEWCASTLEDE,30903,,WESTGATE FARMS,Red Clay Consolidated,Brandywine Springs,Skyline,Mckean,FeeSimple,No,No,Yes,$60 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC489754,611 Cheltenham Rd,RES,611,Cheltenham,,,,Wilmington,DE,19808,NEWCASTLEDE,30906,,WESTMINSTER,Red Clay Consolidated,,,,FeeSimple,No,No,Yes,$425 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC2000082,1 Jonquil Ct,RES,1,Jonquil,,Barberry,,Wilmington,DE,19808,NEWCASTLEDE,30903,,WOOD CREEK,Red Clay Consolidated,Linden Hil,Skyline,Dickinson,FeeSimple,No,No,Yes,$125 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC506770,134 Oldbury Dr,RES,134,Oldbury,,,,Wilmington,DE,19808,NEWCASTLEDE,30902,,WESTGATE FARMS,Red Clay Consolidated,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC505538,13 Ryan White Cir,RES,13,Ryan White,,NEW GRANVILLE,,Wilmington,DE,19808,NEWCASTLEDE,30903,,LIMESTONE HILLS WEST,Red Clay Consolidated,,,,FeeSimple,No,No,Yes,$275 ,Annually,Twin/Semi-Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC502936,3 Michael Ct,RES,3,Michael,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,LIMESTONE HILLS,Red Clay Consolidated,,,,FeeSimple,No,No,Yes,$260 ,Annually,Twin/Semi-Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC498812,123 Wembley Dr,RES,123,Wembley,,Lovevile Road,,Wilmington,DE,19808,NEWCASTLEDE,30903,,WESTGATE FARMS,Red Clay Consolidated,Brandywine Springs School,Skyline,Mckean,FeeSimple,No,No,Yes,$100 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC522876,2805 Ambler Ct,RES,2805,Ambler,,Skyline Drive,,Wilmington,DE,19808,NEWCASTLEDE,30903,,SKYLINE CREST,Red Clay Consolidated,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC511404,509 Blue Grass Dr,RES,509,Blue Grass,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,WOOD CREEK,Red Clay Consolidated,,,,FeeSimple,No,No,Yes,$125 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC524758,11 Pinyon Pine Cir,RES,11,Pinyon Pine,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,THE PINES,Red Clay Consolidated,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC500106,217 Barberry Dr,RES,217,Barberry,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,WOOD CREEK,Red Clay Consolidated,Linden Hill,Skyline,Dickinson,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC494928,124 New Granville Rd,RES,124,New Granville,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,LIMESTONE HILLS WEST,Red Clay Consolidated,,,,FeeSimple,No,No,Yes,$275 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC501286,208 Breckenridge Dr,RES,208,Breckenridge,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,BRECKENRIDGE,Red Clay Consolidated,,,,FeeSimple,No,No,Yes,$350 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC498404,223 Charleston Dr,RES,223,Charleston,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,LIMESTONE HILLS,Red Clay Consolidated,Linden Hill,Skyline,Thomas Mckean,FeeSimple,No,No,Yes,$300 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC507092,38 Hayloft Cir,RES,38,Hayloft,,,,Wilmington,DE,19808,NEWCASTLEDE,30906,,LIMESTONE HILLS,Red Clay Consolidated,William F. Cooke,Henry B. Du Pont,Mckean,FeeSimple,No,No,Yes,$250 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC523456,2814 Bexley Ct,RES,2814,Bexley,,,,Wilmington,DE,19808,NEWCASTLEDE,30903,,SKYLINE CREST,Red Clay Consolidated,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
