MLSNumber,Address,BuildingName,Ownership,Senior Community YN,Condo/Coop Assoc YN,HOA YN,AssociationFee,AssociationFeeFrequency,Structure Type ,Acres,LotDimensions,LotDescription,FeeIncludes,Age,InteriorSqFt,Interior SqFt Source,AboveGradeSqFt,BelowGradeSqFt,PropertyCondition,Bedrooms,Baths,BathsFull,PartialBaths,Design,Style,NumberofStories,RoomCount,InteriorFeatures,Flooring,Central Air YN,Cooling,PrimaryHeat,HeatDelivery,HotWater,ElectricalSystem,Water,Sewer,Fireplace YN,FireplaceCount,FireplaceFeatures,KitchenAppliancesFeatures,CookingFuel,Other Rooms,LaundryHookUps,Basement YN,BasementType,BasementDescription,BasementFootprintPct,BasementFinishedPct,Garage YN,GarageSpaces,GarageFeatures,Parking,ExteriorFeatures,ExteriorMaterial,Main Roof,Foundation,PorchDeck,SwimmingPoolType,OtherStructures
DENC510022,2303 Ridgeway Rd,,FeeSimple,No,No,No,,,Detached,0.21,73.50 x 151.80,,,1910,2125,Assessor,2125,0,Excellent,5,3,2,1,Three,Colonial,"Main,Upper1,Upper2",,,"CeramicTile,Hardwood",Yes,CentralAC,NaturalGas,HotWater,NaturalGas,100AmpService,Public,PublicSewer,Yes,1,,,,,BsmtLaundry,Yes,Full,Full,,,Yes,1,,,,Stucco,,,,,
DENC494212,3007 W 6th St,,FeeSimple,No,No,Yes,$150 ,Annually,Detached,0.18,83.20 x 96.00,,,1990,2625,Assessor,2625,0,Good,3,3,2,1,Two,Colonial,"Lower1,Main,Upper1",7,"BreakfastArea,Carpet,CeilngFans,KitchenEatIn,MasterBaths,RecessedLighting,Skylights,StallShower,WalkinClosets,WhirlPoolHotTub","Carpet,Hardwood,Marble,TileBrick",Yes,CentralAC,NaturalGas,ForcedAir,Electric,,Public,PublicSewer,Yes,1,"DoubleSided,Wood","Built-In Microwave, Dishwasher, Oven/Range - Gas, Range Hood, Refrigerator, Stainless Steel Appliances","Built-In Microwave, Dishwasher, Oven/Range - Gas, Range Hood, Refrigerator, Stainless Steel Appliances",,HasLaundry,Yes,"Partial,Unfinished","Partial,Unfinished",,,Yes,2,AsphaltDriveway,AsphaltDriveway,,"Asphalt,Frame,Stone,WoodSiding",Asphalt,"ConcretePerimeter,CrawlSpace",,,
DENC503632,704 Coverdale Rd,,FeeSimple,No,No,No,,,Detached,0.15,100.00 x 90.70,,,1919,2175,Assessor,2175,0,Good,5,3,3,,TwoandaHalf,Tudor,"Lower1,Main,Upper1,Upper2",,,Wood,Yes,CentralAC,NaturalGas,HotWater,NaturalGas,200PlusAmpService,Public,PublicSewer,Yes,1,,,,,BsmtLaundry,Yes,Partial,Partial,,,Yes,1,,,,Brick,"Pitched,Slate",,,,
DENC496168,801 Blackshire Rd,,FeeSimple,No,No,Yes,$150 ,Annually,Detached,0.14,76.80 x 91.50,,,1920,2250,Assessor,2250,0,,5,4,3,1,Three,Colonial,"Main,Upper1",,"BuiltIns,KitchenEatIn,RecessedLighting",Wood,Yes,CentralAC,"Electric,NaturalGas","BaseboardElectric,HotWater",Electric,CircuitBreakers,Public,PublicSewer,Yes,1,Wood,"Cooktop, Dishwasher, Disposal, Oven - Wall","Cooktop, Dishwasher, Disposal, Oven - Wall",,,Yes,"Full,OutsideEntrance,Unfinished","Full,OutsideEntrance,Unfinished",,,Yes,1,PavedDriveway,PavedDriveway,Sidewalks,Brick,"Pitched,Shingle,Slate",,Patios,,
DENC509296,9 Chestnut Run Ln,,FeeSimple,No,No,No,,,Detached,0.57,120.30 x 209.20,,,2018,2875,Assessor,2875,0,,4,3,2,1,Two,"Colonial,Contemporary","Main,Upper1",,"BreakfastArea,DiningArea,EntryLevBedrm,FamRmOffKitchen,FloorPlanOpen",,Yes,"CentralAC,MultiUnits",PropaneOwned,"90ForcedAir,HeatPumpElectricBackUp",Propane,200PlusAmpService,Public,PublicSewer,Yes,1,,,,,,Yes,Full,Full,,,Yes,2,,,,Combination,,,,,
DENC504170,4100 Lancaster Pike,,FeeSimple,No,No,No,,,Detached,0.46,143.20 x 141.50,Corner,,1935,5350,Assessor,5350,0,,5,4,3,1,Two,Colonial,"Main,Upper1,Upper2",,"AdditionalStairway,Attic,BreakfastArea,BuiltIns,Carpet,CeilngFans,ChairRailings,CrownMoldings,FamRmOffKitchen,FormalSeparateDiningRoom,KitchenEatIn,KitchenIsland,RecessedLighting,Skylights,SoakingTub,SpiralStairway,StallShower,WoodFloors","Carpet,CeramicTile,Hardwood,Laminated,Vinyl",Yes,"CeilingFans,CentralAC",Oil,HotWater,Electric,200PlusAmpService,Public,PublicSewer,Yes,3,"BrickFirePl,Mantels,Marble,Wood","Cooktop, Dishwasher, Disposal, Dryer, Oven - Double, Oven - Wall, Refrigerator, Washer, Water Heater","Cooktop, Dishwasher, Disposal, Dryer, Oven - Double, Oven - Wall, Refrigerator, Washer, Water Heater",,"DryerInUnit,HasLaundry,MainFlrLndry,WasherInUnit",Yes,Partial,Partial,,,Yes,3,AsphaltDriveway,AsphaltDriveway,ExtensiveHardscape,Brick,Asphalt,,,,
DENC520602,732 Nottingham Rd,,FeeSimple,No,No,Yes,$445 ,Annually,Detached,0.21,100.00 x 129.30,,,1925,2750,Estimated,2750,0,,4,4,3,1,Two,Colonial,"Lower1,Main,Upper1",,"BuiltIns,Carpet,CedarClosets,FloorPlanTraditional,KitchenEatIn,WalkinClosets,WoodFloors",,Yes,CentralAC,NaturalGas,Steam,Electric,,Public,PublicSewer,Yes,2,Wood,"Built-In Microwave, Built-In Range, Dishwasher, Dryer, Refrigerator, Washer, Water Heater","Built-In Microwave, Built-In Range, Dishwasher, Dryer, Refrigerator, Washer, Water Heater",,BsmtLaundry,Yes,"Unfinished,WalkoutStairs","Unfinished,WalkoutStairs",,,Yes,2,,,"PlayArea,Sidewalks,StreetLights",Brick,,,"Brick,Patios",,
DENC2018338,241 Linden Ave,NONE AVAILABLE,FeeSimple,No,No,No,,,Twin/Semi-Detached,700.02,,,,1950,2215,Assessor,1475,740,,3,1,1,0,Two,Colonial,"Lower1,Main,Upper1",,,,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,,Public,PrivateSewer,,,,,,,,Yes,PartiallyFinished,PartiallyFinished,,,No,,,,Other,Brick,,ConcretePerimeter,Patios,,
DENC2008696,107 N Dupont Rd,,FeeSimple,No,No,No,,,Detached,1,0.00 x 0.00,,,1929,1200,Estimated,1200,0,VeryGood,3,3,3,,Two,CapeCod,"Lower1,Main,Upper1",,,,Yes,CentralAC,Electric,ForcedAir,Electric,,Public,PublicSewer,,0,,,,,,Yes,FullyFinished,FullyFinished,,,Yes,2,,,,Concrete,,Block,Patios,,
DENC2021986,9 Western Ave,,FeeSimple,No,No,No,,,Interior Row/Townhouse,0.06,17.90 x 150.00,,,1953,1075,Assessor,1075,0,,3,1,1,,Three,Reverse,"Main,Upper1",,"DiningArea,KitchenGalley,RecessedLighting,TubShower","Carpet,Hardwood,Vinyl",Yes,CentralAC,NaturalGas,ForcedAir,Electric,,Public,PublicSewer,,0,,,,,,Yes,OutsideEntrance,OutsideEntrance,,,No,,,,,Brick,,"BrickMortar,ConcretePerimeter",,,
DENC2018340,238 Alban Dr,NONE AVAILABLE,FeeSimple,No,No,No,,,End of Row/Townhouse,0.07,,,,1959,1150,Estimated,1150,0,,3,2,1,1,ThreeandaHalf,Other,"Lower1,Upper1",,,,Yes,CentralAC,NaturalGas,ForcedAir,Electric,,Public,PublicSewer,,,,,,,,Yes,FullyFinished,FullyFinished,50,100,No,,,,"Sidewalks,StreetLights","AluminumSiding,Brick",,Other,,,
DENC2010094,2608 Sylvan Ave,,FeeSimple,No,No,Yes,$20 ,Annually,Detached,0.12,50.00 x 100.00,,SnowRemoval,1951,775,Assessor,775,0,Excellent,2,1,1,0,One,Rancher,Main,,,"CeramicTile,Hardwood",Yes,CentralAC,Oil,ForcedAir,NaturalGas,,Public,PublicSewer,Yes,1,,,,,,No,,,,,No,,,,,VinylSiding,ArchitecturalShingle,CrawlSpace,,,
DENC2009956,1300 W 7th St,,FeeSimple,No,No,No,,,Detached,0.09,,"Corner,SideYards",,1900,2875,Estimated,2875,,,8,3,3,,Two,Victorian,"Main,Upper1",12,FloorPlanTraditional,"Vinyl,Wood",No,WallUnit,NaturalGas,HotWater,NaturalGas,CircuitBreakers,Public,PublicSewer,Yes,2,Marble,Dishwasher,Dishwasher,,BsmtLaundry,Yes,"Full,OutsideEntrance,Unfinished","Full,OutsideEntrance,Unfinished",,,No,,,,"Sidewalks,StreetLights",Brick,Flat,"BrickMortar,ConcretePerimeter,Stone",Patios,,
DENC2007972,2122 W 8th St,,FeeSimple,No,No,No,,,Twin/Semi-Detached,0.04,23.70 x 73.20,,,1930,1425,Assessor,1425,0,,3,1,1,,Two,Colonial,"Main,Upper1",,,,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,,Public,PublicSewer,No,0,,,,,,Yes,Full,Full,,,No,,,,,Brick,,Block,,,
DENC2007664,1512 Coleman St,,FeeSimple,No,No,No,,,Interior Row/Townhouse,0.09,17.80 x 141.60,"Level,Open,RearYard,SideYards",,1989,1550,Assessor,1550,,Good,2,3,2,1,Three,Traditional,"Lower1,Main,Upper1",6,,"FullyCarpeted,Vinyl,Wood",Yes,CentralAC,NaturalGas,ForcedAir,Electric,200PlusAmpService,Public,PublicSewer,Yes,1,,,,,UpprFlrLndry,Yes,"FullyFinished,OutsideEntrance,Partial","FullyFinished,OutsideEntrance,Partial",,,Yes,1,Private,Private,,"AluminumSiding,Brick,VinylSiding",Shingle,ConcretePerimeter,"Decks,Patios",,
DENC2007234,1700 W 9th St,,FeeSimple,No,No,No,,,End of Row/Townhouse,0.03,,,,1920,1150,Estimated,1150,,,3,2,1,1,Two,Colonial,"Main,Upper1",,"ComboDiningLiving,CrownMoldings,RecessedLighting",,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,,Public,PublicSewer,No,,,"Built-In Microwave, Dishwasher, Dryer, Oven/Range - Gas, Refrigerator, Stainless Steel Appliances, Washer","Built-In Microwave, Dishwasher, Dryer, Oven/Range - Gas, Refrigerator, Stainless Steel Appliances, Washer",,MainFlrLndry,Yes,Partial,Partial,,,No,,,,,Brick,,"Block,Stone","Patios,Porches",,
DENC2007040,1809 Sycamore St,NONE AVAILABLE,FeeSimple,No,No,No,,,Twin/Semi-Detached,0.05,23.30 x 100.00,,,1947,1250,Assessor,1250,0,,3,2,1,1,Two,Colonial,"Main,Upper1",,KitchenEatIn,,Yes,CentralAC,Oil,ForcedAir,NaturalGas,CircuitBreakers,Public,PublicSewer,No,0,,"Dishwasher, Disposal, Dryer, Microwave, Refrigerator, Stove, Washer","Dishwasher, Disposal, Dryer, Microwave, Refrigerator, Stove, Washer",,BsmtLaundry,Yes,"Full,PartiallyFinished","Full,PartiallyFinished",,,No,,,,"ExteriorLighting,Sidewalks",Brick,,Block,,,
DENC2006662,1201 Sycamore Ave,,FeeSimple,No,No,No,,,End of Row/Townhouse,0.06,26.00 x 105.70,,,1956,1450,Assessor,1450,,,3,2,1,1,Two,Colonial,"Lower1,Main,Upper1",,,,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,,Public,PublicSewer,,0,,,,,,Yes,"Full,OutsideEntrance","Full,OutsideEntrance",,,No,,,,,Brick,,Block,Decks,,
DENC2005316,21 Vilone Rd,NONE AVAILABLE,FeeSimple,No,No,No,,,Detached,0.16,,,,1948,1841,Assessor,1225,616,,3,1,1,0,Two,Colonial,"Main,Upper1",,,,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,,Public,PublicSewer,,,,,,,,Yes,Unfinished,Unfinished,,,No,,,,Other,Brick,,Other,,,
DENC2004306,1538 Clayton Rd,,FeeSimple,No,No,No,,,Interior Row/Townhouse,0.03,18.00 x 80.00,FrontYard,,1953,1075,Assessor,1075,0,Good,3,1,1,,Two,Colonial,"Lower1,Main,Upper1",6,,Hardwood,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,,Public,PublicSewer,No,0,,,,,BsmtLaundry,Yes,"Full,OutsideEntrance,Unfinished","Full,OutsideEntrance,Unfinished",,,Yes,1,PavedDriveway,PavedDriveway,"Sidewalks,StreetLights",Brick,"Flat,Shingle",BrickMortar,Decks,,
DENC2003400,1518 Dilworth Rd,,FeeSimple,No,No,No,,,Detached,0.14,62.80 x 110.20,,,1950,150,Assessor,150,0,,4,1,1,,Two,CapeCod,Main,,,,No,WindowUnits,Oil,HotWater,Oil,,Public,PublicSeptic,No,0,,,,,,No,,,,,No,,,,,"AluminumSiding,Concrete,VinylSiding",,,,,
DENC2000626,204 Alban Dr,,FeeSimple,No,No,No,,,Interior Row/Townhouse,0.04,18.20 x 100.00,,,1959,1738,Assessor,1450,288,,3,2,1,1,Three,Traditional,Main,,,,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,,Public,PublicSewer,,0,,,,,,Yes,Full,Full,,,Yes,1,AsphaltDriveway,AsphaltDriveway,,"Asbestos,Brick",,,,,
DENC527914,263 Locust Ave,,FeeSimple,No,No,No,,,Twin/Semi-Detached,0.09,27.30 x 150.10,,,1952,1360,Assessor,1225,135,,3,1,1,,Two,SidebySide,Main,,,,Yes,CentralAC,Electric,HeatPumpElectricBackUp,Electric,,Public,PublicSewer,,0,,,,,,Yes,Full,Full,,,No,,,,,Brick,,,,,
DENC526360,101 N Broom St,,FeeSimple,No,No,No,,,Detached,0.04,37.50 x 50.00,,,1914,1625,Assessor,1625,0,,3,3,2,1,Three,Colonial,"Main,Upper1,Upper2",,,,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,,Public,PublicSewer,,1,,,,,,Yes,Full,Full,,,No,,,,,Brick,,,,,
DENC525810,1807 Maple St,NONE AVAILABLE,FeeSimple,No,No,No,,,Twin/Semi-Detached,0.06,24.5 x 102.6,"FrontYard,SideYards",,1944,1439,Estimated,1150,289,VeryGood,3,1,1,0,Two,Colonial,Upper1,,"CeilngFans,FloorPlanTraditional","Hardwood,TileBrick",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,"100AmpService,CircuitBreakers",Public,PublicSewer,No,,,"Dishwasher, Dryer - Electric, Microwave, Oven/Range - Electric, Refrigerator","Dishwasher, Dryer - Electric, Microwave, Oven/Range - Electric, Refrigerator",,BsmtLaundry,Yes,"Full,OutsideEntrance,PartiallyFinished","Full,OutsideEntrance,PartiallyFinished",100,50,No,,,,"Sidewalks,StreetLights",Brick,Flat,,Decks,,
DENC524116,1522 Sycamore St,NONE AVAILABLE,FeeSimple,No,No,No,,,Twin/Semi-Detached,0.05,75 x 28,,,1952,1275,Assessor,1275,0,,3,1,1,,Two,Colonial,Upper1,,,,No,Other,Oil,Radiator,Oil,CircuitBreakers,Public,PublicSewer,,,,,,,,Yes,OutsideEntrance,OutsideEntrance,,,No,,,,Sidewalks,Brick,,,,,
DENC2019686,1526 Faulkland Rd,NONE AVAILABLE,FeeSimple,No,No,No,,,Detached,0.16,,,,1950,1275,Assessor,1275,0,,4,1,1,,OneandaHalf,CapeCod,"Main,Upper1",,,,No,"CeilingFans,WallUnit",Oil,HotWater,Oil,,Public,PublicSewer,,,,,,,MainFlrLndry,No,,,,,No,,,,"Sidewalks,StreetLights","Brick,Stucco,VinylSiding",,Slab,"Decks,Patios",,
DENC2009404,3100 Conrad St,,FeeSimple,No,No,No,,,Detached,0.12,57.00 x 89.00,Nothrustreet,,1920,1200,Assessor,1200,0,Good,3,1,1,0,Two,Bungalow,"Main,Upper1",5,"ComboDiningLiving,CrownMoldings,EntryLevBedrm,RecessedLighting",Wood,No,"CeilingFans,WindowUnits",NaturalGas,ForcedAir,NaturalGas,,Public,PublicSewer,No,0,,"Dryer, Refrigerator, Stove, Washer, Water Heater","Dryer, Refrigerator, Stove, Washer, Water Heater",,BsmtLaundry,Yes,"Full,InteriorAccess,OutsideEntrance,RearEntrance,SumpPump","Full,InteriorAccess,OutsideEntrance,RearEntrance,SumpPump",,,No,,,,,MetalSiding,Shingle,Stone,"Patios,Porches",,
DENC2022808,512 S Union St,,FeeSimple,No,No,No,,,Twin/Semi-Detached,0.04,18.00 x 100.00,,,1918,1150,Assessor,1150,0,,3,1,1,,Two,Reverse,"Main,Upper1",,,,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,,Public,PublicSewer,,0,,,,,,Yes,Full,Full,,,No,,,,,"Brick,Stucco",,Stone,,,
DENC2010630,1518 W Latimer Pl,,FeeSimple,No,No,No,,,Interior Row/Townhouse,0.03,18.30 x 80.00,,,1952,1075,Assessor,1075,0,,3,2,2,,Two,Other,"Lower1,Main,Upper1",6,,,Yes,CentralAC,Other,Other,Other,,Public,PublicSewer,,0,,,,,,No,,,,,No,,,,,Brick,,Other,,,
DENC2015610,113 Rodman St,,FeeSimple,No,No,No,,,Interior Row/Townhouse,0.03,16.00 x 75.00,,,1880,1250,Assessor,1250,0,VeryGood,2,2,1,1,Two,Colonial,"Lower1,Lower2,Main,Upper1",,,,No,None,NaturalGas,ForcedAir,Electric,,Public,PublicSewer,,0,,,,,,Yes,FullyFinished,FullyFinished,,,No,,,,,"Brick,ShingleSiding",,Stone,,,
DENC2017608,711 N Union St,,FeeSimple,No,No,No,,,Interior Row/Townhouse,0.03,15.40 x 80.00,,,1914,1250,Assessor,1250,0,,3,4,1,3,Two,AFrame,"Lower1,Main,Upper1",,,,Yes,CentralAC,Central,HotWater,Electric,,Public,PublicSewer,,0,,,,,,Yes,Full,Full,,,No,,,,,Brick,,ConcretePerimeter,,,
DENC2014324,1149 Clayton Rd,,FeeSimple,No,No,No,,,Interior Row/Townhouse,0.04,,"FrontYard,RearYard",,1953,1475,Estimated,1475,,,3,2,1,1,Two,Colonial,"Lower1,Main,Upper1",7,"CeilngFans,KitchenEatIn,WaterTreatSystem","FullyCarpeted,TileBrick,Wood",Yes,CentralAC,Oil,ForcedAir,NaturalGas,CircuitBreakers,Public,PublicSewer,No,0,,"Built-In Range, Dishwasher, Oven - Self Cleaning","Built-In Range, Dishwasher, Oven - Self Cleaning",,BsmtLaundry,Yes,"Full,FullyFinished","Full,FullyFinished",,,No,,,,"Sidewalks,StreetLights",Brick,,ConcretePerimeter,"Decks,Roof",,
DENC2012996,204 6th Ave,,FeeSimple,No,No,No,,,Twin/Semi-Detached,0.04,25.30 x 75.00,,,1992,1225,Assessor,1225,0,,3,2,1,1,Three,Colonial,"Main,Upper1,Upper2",,,,Yes,CentralAC,Electric,HeatPumps,Electric,,Public,PublicSewer,,0,,,,,,No,,,,,No,,,,,"AluminumSiding,Brick,VinylSiding",,CrawlSpace,,,
DENC2008042,249 Locust Ave,,FeeSimple,No,No,No,,,Twin/Semi-Detached,0.09,27.30 x 150.10,"FrontYard,Level,RearYard",,1954,1075,Assessor,1075,0,Excellent,3,1,1,0,Two,Colonial,"Lower1,Main,Upper1",7,"BreakfastArea,CeilngFans","FullyCarpeted,TileBrick,Wood",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,,Public,PublicSewer,No,0,,Dishwasher,Dishwasher,,BsmtLaundry,Yes,"DrainageSystem,Full,OutsideEntrance,Unfinished","DrainageSystem,Full,OutsideEntrance,Unfinished",100,0,No,,Private,Private,"Sidewalks,StreetLights",Brick,"Flat,Pitched",BrickMortar,Patios,,
DENC2006838,202 Alban Dr,NONE AVAILABLE,FeeSimple,No,No,No,,,Interior Row/Townhouse,0.04,,,,1959,1738,Estimated,1450,288,,3,2,2,,Three,Colonial,"Lower1,Upper1",7,WoodFloors,,Yes,CentralAC,NaturalGas,ForcedAir,Electric,,Public,PublicSewer,,,,,,,BsmtLaundry,Yes,"DaylightFull,PartiallyFinished,WalkoutLevel","DaylightFull,PartiallyFinished,WalkoutLevel",,,Yes,1,,,Other,"Brick,VinylSiding",,Block,Patios,,
DENC2003578,711 S Dupont St,,FeeSimple,No,No,No,,,Detached,0.29,60.50 x 203.90,,,1930,1400,Assessor,1400,0,,3,2,1,1,Two,Colonial,"Main,Upper1",,,,Yes,CentralAC,Oil,HotWater,NaturalGas,"150Amps,CircuitBreakers",Public,PublicSewer,Yes,1,,,,,,Yes,"Full,OutsideEntrance,RearEntrance,Unfinished,WalkoutStairs","Full,OutsideEntrance,RearEntrance,Unfinished,WalkoutStairs",,,Yes,4,,,,Brick,,,,,
DENC527840,127 Olga Rd,,FeeSimple,No,No,No,,,Detached,0.11,50.00 x 103.70,,,1950,1250,Assessor,1250,0,Average,3,2,1,1,Two,CapeCod,"Main,Upper1",,,"Carpet,Laminated",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,,Public,PublicSewer,No,0,,"Dishwasher, Dryer, Oven - Double, Oven - Single, Washer, Water Heater","Dishwasher, Dryer, Oven - Double, Oven - Single, Washer, Water Heater",,MainFlrLndry,No,,,,,No,,,,,"AluminumSiding,Brick,VinylSiding",,Slab,,,
DENC524428,424 S Sycamore St,,FeeSimple,No,No,No,,,Twin/Semi-Detached,0.04,20.00 x 95.70,"FrontYard,Level,RearYard",,1920,1125,Assessor,1125,0,VeryGood,3,1,1,,Two,Colonial,"Main,Upper1",,"Attic,BreakfastArea,CeilngFans,ChairRailings,FloorPlanTraditional,KitchenGalley,SoakingTub,TubShower,WoodFloors",Hardwood,Yes,CentralAC,Oil,ForcedAir,60PlusGallonTank,CircuitBreakers,Public,PublicSewer,,0,,"Built-In Microwave, Dishwasher, Disposal, Dryer - Gas, Oven/Range - Gas, Refrigerator, Washer, Water Heater","Built-In Microwave, Dishwasher, Disposal, Dryer - Gas, Oven/Range - Gas, Refrigerator, Washer, Water Heater",,BsmtLaundry,Yes,"FrontEntrance,Full,Heated,InteriorAccess,OutsideEntrance,PouredConcrete,RoughBathPlumb,Shelving,SpaceForRooms,Unfinished,WalkoutStairs,Windows","FrontEntrance,Full,Heated,InteriorAccess,OutsideEntrance,PouredConcrete,RoughBathPlumb,Shelving,SpaceForRooms,Unfinished,WalkoutStairs,Windows",,,No,,,,"ExteriorLighting,Sidewalks,StreetLights",Brick,Pitched,,,,
DENC517310,1804 W 6th St,,FeeSimple,No,No,No,,,Twin/Semi-Detached,0.04,18x24,Level,,2020,1400,Estimated,1400,0,VeryGood,3,3,2,1,Two,Other,Main,9,"Carpet,ComboDiningLiving,ComboKitchenLiving,DiningArea,RecessedLighting,UpgradedCountertops","Carpet,CeramicTile,Laminated",Yes,CentralAC,NaturalGas,"Central,ProgrammableThermostat",Electric,200PlusAmpService,Public,PublicSewer,,,,"Dishwasher, Disposal, ENERGY STAR Dishwasher, Microwave, Oven/Range - Gas, Range Hood","Dishwasher, Disposal, ENERGY STAR Dishwasher, Microwave, Oven/Range - Gas, Range Hood",,"BsmtLaundry,Hookup",Yes,"Full,Unfinished","Full,Unfinished",,,No,,"ConcreteDriveway,Private,Surface","ConcreteDriveway,Private,Surface",ExteriorLighting,"Block,Brick,BrickVeneer,Concrete,CPVCPVC,Frame,StickBuilt,VinylSiding",ArchitecturalShingle,Block,Decks,,
DENC517306,1802 W 6th St,,FeeSimple,No,No,No,,,Twin/Semi-Detached,0.04,18x24,Level,,2020,1400,Estimated,1400,0,VeryGood,3,3,2,1,Two,Other,Main,9,"Carpet,ComboDiningLiving,ComboKitchenLiving,DiningArea,RecessedLighting,UpgradedCountertops","Carpet,CeramicTile,Laminated",Yes,CentralAC,NaturalGas,"Central,ProgrammableThermostat",Electric,200PlusAmpService,Public,PublicSewer,,,,"Dishwasher, Disposal, ENERGY STAR Dishwasher, Microwave, Oven/Range - Gas, Range Hood","Dishwasher, Disposal, ENERGY STAR Dishwasher, Microwave, Oven/Range - Gas, Range Hood",,"BsmtLaundry,Hookup",Yes,"Full,Unfinished","Full,Unfinished",,,No,,"ConcreteDriveway,Private,Surface","ConcreteDriveway,Private,Surface",ExteriorLighting,"Block,Brick,BrickVeneer,Concrete,CPVCPVC,Frame,StickBuilt,VinylSiding",ArchitecturalShingle,Block,Decks,,
DENC2001598,2717 W 3rd St,,FeeSimple,No,No,No,,,Detached,0.05,0.00 x 0.00,,,1910,2325,Assessor,2325,0,,5,3,3,,Two,Colonial,"Main,Upper1",,,,No,None,NaturalGas,HotWater,NaturalGas,,Public,PublicSewer,,1,,,,,,Yes,Partial,Partial,,,No,,,,,Brick,,,,,
DENC526482,200 S Cleveland Ave,,FeeSimple,No,No,No,,,Detached,0.13,50.00 x 113.00,,,1920,825,Assessor,825,0,,3,1,1,,OneandaHalf,Bungalow,"Main,Upper1",,,,Yes,CentralAC,NaturalGas,HotWater,NaturalGas,CircuitBreakers,Public,PublicSewer,No,0,,"Built-In Range, Cooktop, Dryer, Refrigerator, Washer","Built-In Range, Cooktop, Dryer, Refrigerator, Washer",,,Yes,Full,Full,,,Yes,1,AsphaltDriveway,AsphaltDriveway,,Frame,,,Decks,,
DENC2004062,1813 Saint Elizabeth St,NONE AVAILABLE,FeeSimple,No,No,No,,,End of Row/Townhouse,0.07,27.3 X 117.9,,,1954,1350,Assessor,1350,0,,3,1,1,,Two,Colonial,Upper1,,"CeilngFans,FamRmOffKitchen,FormalSeparateDiningRoom,WoodFloors",Hardwood,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,,Public,PublicSewer,,,,"Dishwasher, Dryer, Oven/Range - Electric, Refrigerator, Washer","Dishwasher, Dryer, Oven/Range - Electric, Refrigerator, Washer",,BsmtLaundry,Yes,"Full,OutsideEntrance,WalkoutLevel","Full,OutsideEntrance,WalkoutLevel",,,No,,,,Sidewalks,Brick,,Other,"Decks,Patios",,
DENC2002720,10 Alvil Rd,,FeeSimple,No,No,No,,,Detached,0.14,50.00 x 125.00,,,1949,1175,Assessor,1175,0,,3,1,1,,Two,Colonial,"Main,Upper1",,,,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,,Public,PublicSewer,No,0,,,,,,Yes,Full,Full,,,Yes,1,AsphaltDriveway,AsphaltDriveway,,"Asbestos,Brick",,,Porches,,
DENC524926,1913 Maple St,,FeeSimple,No,No,No,,,Twin/Semi-Detached,0.06,24.50 x 102.30,,,1944,1100,Assessor,1100,0,,3,1,1,,Two,Colonial,"Main,Upper1",,,,Yes,CentralAC,NaturalGas,90ForcedAir,Electric,,Public,PublicSewer,,0,,,,,,Yes,Full,Full,,,Yes,1,,,,Brick,,,,,
DENC2019704,1508 W Latimer Pl,,FeeSimple,No,No,No,,,Interior Row/Townhouse,0.03,18.10 x 80.00,,,1952,1425,Estimated,1075,350,,3,1,1,0,Two,Traditional,"Lower1,Main,Upper1",,,,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,,Public,PublicSewer,No,0,,,,,,Yes,"DaylightPartial,Full,InteriorAccess,OutsideEntrance,PartiallyFinished,RearEntrance","DaylightPartial,Full,InteriorAccess,OutsideEntrance,PartiallyFinished,RearEntrance",100,80,No,,,,Sidewalks,Brick,,Block,,,
DENC2016150,1605 Robbins Pl,,FeeSimple,No,No,No,,,Interior Row/Townhouse,0.04,18.00 x 100.00,,,1954,1575,Assessor,1575,,,3,2,1,1,Two,Traditional,Main,,,,No,None,NaturalGas,ForcedAir,NaturalGas,,Public,PublicSewer,,,,,,,,Yes,Full,Full,,,No,,,,,Brick,,BrickMortar,,,
