MLSNumber,Orig_List_Price,Zip_Code,Subdivision,School_District,HOA_YN,Structure_Type,Acres,Age,InteriorSqFt,AboveGradeSqFt,BelowGradeSqFt,Bedrooms,Baths,BathsFull,Design,Style,NumberofStories,Central_Air_YN,Cooling,PrimaryHeat,HeatDelivery,HotWater,Water,Sewer,Basement_YN,Garage_YN,ExteriorMaterial,LotFrontage,LotDepth,LotSqFt,LotAcres,YearBuilt
DENC528574,204900.0,19805,CLELAND HEIGHTS,Red Clay Consolidated,No,End of Row/Townhouse,0.06,1955.0,1620.0,1350.0,270.0,3.0,2.0,2.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,Brick,50.6,71.3,2614,0.06,1955
DENC2004424,239900.0,19805,ELSMERE GARDENS,Red Clay Consolidated,No,Twin/Semi-Detached,0.18,1950.0,1375.0,1375.0,0.0,3.0,2.0,1.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,Brick,51.4,150.1,7841,0.18,1950
DENC2010042,215000.0,19805,ELSMERE MANOR,Red Clay Consolidated,No,Twin/Semi-Detached,0.09,1954.0,2123.0,1725.0,398.0,3.0,2.0,1.0,Two,Traditional,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,Brick,26.3,150.1,3920,0.09,1954
DENC2011332,215000.0,19805,UNION PARK GARDENS,Red Clay Consolidated,No,End of Row/Townhouse,0.07,1920.0,1075.0,1075.0,0.0,3.0,2.0,1.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,Brick,33.1,95.7,3049,0.07,1920
DENC2003014,250000.0,19805,WILLOW RUN,Red Clay Consolidated,No,Detached,0.17,1950.0,1375.0,1375.0,0.0,4.0,1.0,1.0,Two,CapeCod,"Main,Upper1",No,WallUnit,Oil,HotWater,Oil,Public,PublicSewer,No,Yes,"Concrete,Stucco",65.0,152.5,7405,0.17,1950
DENC2016462,214900.0,19805,WILM #25,Christina,No,Twin/Semi-Detached,0.09,1944.0,1361.0,1225.0,136.0,3.0,1.0,1.0,Two,Traditional,"Lower3,Main,Upper1",Yes,CentralAC,NaturalGas,90ForcedAir,NaturalGas,Public,PrivateSewer,Yes,No,Brick,24.5,160.4,3920,0.09,1944
DENC2003394,224900.0,19805,ROSELLE,Red Clay Consolidated,No,Detached,0.11,1935.0,1350.0,1350.0,0.0,3.0,2.0,2.0,One,CapeCod,"Main,Upper1",No,WindowUnits,NaturalGas,Radiator,NaturalGas,Public,PublicSewer,Yes,Yes,"Brick,Frame",50.0,100.0,4792,0.11,1935
DENC2020432,225000.0,19805,WILM #25,Christina,No,Twin/Semi-Detached,0.06,1947.0,1225.0,1225.0,0.0,3.0,2.0,1.0,Two,Other,Main,No,None,None,HotWater,Other,Other,Other,Yes,No,Brick,25.0,112.8,2614,0.06,1947
DENC2018224,219000.0,19805,COLONIAL HEIGHTS,Red Clay Consolidated,No,Detached,0.12,1923.0,875.0,875.0,0.0,2.0,1.0,1.0,One,Rancher,Main,Yes,CentralAC,NaturalGas,90ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"AluminumSiding,VinylSiding",50.0,100.0,5227,0.12,1923
DENC2017508,225000.0,19805,UNION PARK GARDENS,Red Clay Consolidated,No,Interior Row/Townhouse,0.04,1918.0,1000.0,1000.0,0.0,3.0,1.0,1.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,Oil,Central,NaturalGas,Public,PublicSewer,Yes,No,Brick,18.0,97.5,1742,0.04,1918
DENC2011776,219000.0,19805,UNION PARK GARDENS,Red Clay Consolidated,No,Interior Row/Townhouse,0.04,1918.0,975.0,975.0,0.0,3.0,1.0,1.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,"Brick,Stucco",18.0,100.0,1742,0.04,1918
DENC2000491,225000.0,19805,UNION PARK GARDENS,Red Clay Consolidated,No,Interior Row/Townhouse,0.04,1918.0,1000.0,1000.0,0.0,3.0,1.0,1.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,Brick,18.0,97.5,1742,0.04,1918
DENC2007266,219900.0,19805,CLELAND HEIGHTS,Red Clay Consolidated,No,Detached,0.11,1960.0,2058.0,1500.0,558.0,3.0,2.0,1.0,Two,CapeCod,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,"Brick,VinylSiding",50.9,99.4,4792,0.11,1960
DENC2006256,215000.0,19805,CLELAND HEIGHTS,Red Clay Consolidated,No,Detached,0.07,1960.0,1400.0,1400.0,0.0,4.0,2.0,1.0,OneandaHalf,"Bungalow,CapeCod,Rancher","Main,Upper1",Yes,CentralAC,Oil,HotWater,NaturalGas,Public,PublicSeptic,Yes,No,Brick,39.0,80.0,3049,0.07,1960
DENC2001100,225000.0,19805,WILM #25,Christina,Yes,Twin/Semi-Detached,0.1,1944.0,1100.0,1100.0,0.0,3.0,1.0,1.0,Two,Traditional,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,Brick,24.5,160.5,4356,0.1,1944
DENC2001742,200000.0,19805,HEDGEVILLE,Christina,No,Detached,0.12,1900.0,2980.0,1900.0,1080.0,3.0,2.0,1.0,Two,Traditional,"Main,Upper1",No,WindowUnits,NaturalGas,Radiator,Electric,Public,PublicSewer,Yes,No,Brick,50.0,101.5,5227,0.12,1900
DENC528104,224900.0,19805,BROOKLAND TERRACE,Red Clay Consolidated,No,Detached,0.2,1922.0,1175.0,1175.0,0.0,4.0,2.0,1.0,OneandaHalf,Bungalow,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,AluminumSiding,100.0,95.0,9583,0.22,1922
DENC525650,217000.0,19805,VILONE VILLAGE,Red Clay Consolidated,No,Detached,0.16,1950.0,1450.0,1450.0,0.0,4.0,2.0,1.0,Two,CapeCod,"Main,Upper1",Yes,CentralAC,Oil,ForcedAir,Electric,Private,PublicSewer,No,No,"AluminumSiding,VinylSiding",55.7,105.0,6970,0.16,1950
DENC522036,214900.0,19805,UNION PARK GARDENS,Red Clay Consolidated,No,Interior Row/Townhouse,0.04,1918.0,1575.0,1075.0,500.0,3.0,1.0,1.0,Two,AFrame,Upper1,Yes,CentralAC,NaturalGas,90ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,Masonry,18.0,92.5,1742,0.04,1918
DENC2004826,218000.0,19805,CLELAND HEIGHTS,Red Clay Consolidated,No,Detached,0.11,1954.0,1700.0,1700.0,0.0,4.0,2.0,1.0,TwoandaHalf,"SplitLevel,Traditional","Lower1,Main,Upper1,Upper2,Upper3",Yes,CentralAC,NaturalGas,HotWater,Electric,Public,PublicSewer,Yes,Yes,"Brick,Stone",62.0,90.5,4792,0.11,1954
DENC528252,219900.0,19805,BAYARD SQUARE,Christina,Yes,Twin/Semi-Detached,0.06,1941.0,1250.0,1250.0,0.0,3.0,2.0,1.0,Two,Traditional,"Lower1,Main,Upper1",Yes,"CentralAC,Zoned",NaturalGas,Radiator,NaturalGas,Public,PublicSewer,Yes,Yes,Brick,25.0,96.5,2614,0.06,1941
DENC527122,239900.0,19805,BAYARD SQUARE,Christina,No,Twin/Semi-Detached,0.06,1941.0,1250.0,1250.0,0.0,3.0,2.0,1.0,Two,Traditional,"Lower1,Main,Upper1",No,WindowUnits,NaturalGas,Radiator,NaturalGas,Public,PublicSewer,Yes,Yes,Brick,25.0,96.5,2614,0.06,1941
DENC525940,239500.0,19805,WILM #14,Red Clay Consolidated,No,Interior Row/Townhouse,0.03,1920.0,1700.0,1700.0,0.0,3.0,2.0,1.0,Two,"Colonial,Traditional","Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,"Brick,VinylSiding",14.5,91.0,1307,0.03,1920
DENC2004530,225000.0,19805,UNION PARK GARDENS,Red Clay Consolidated,No,Interior Row/Townhouse,0.05,1918.0,1125.0,1125.0,0.0,3.0,1.0,1.0,Two,Traditional,Upper1,Yes,CentralAC,NaturalGas,Central,NaturalGas,Public,PublicSewer,Yes,No,Stucco,20.0,102.8,2178,0.05,1918
DENC2003388,219900.0,19805,COLONIAL HEIGHTS,Red Clay Consolidated,No,Detached,0.13,1930.0,1000.0,1000.0,0.0,3.0,1.0,1.0,OneandaHalf,CapeCod,"Lower3,Main,Upper1",Yes,CentralAC,"Electric,NaturalGas",ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,VinylSiding,50.0,110.0,5662,0.13,1930
DENC2002564,275000.0,19805,WILM #25,Christina,No,Detached,0.09,1941.0,2012.0,1675.0,337.0,3.0,2.0,1.0,Two,Colonial,Main,No,None,Oil,"HotWater,Steam",NaturalGas,Public,PublicSewer,Yes,No,Brick,55.0,70.0,3920,0.09,1941
DENC2020222,235000.0,19805,LITTLE ITALY,Red Clay Consolidated,No,End of Row/Townhouse,0.06,1991.0,1250.0,1250.0,0.0,3.0,2.0,1.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,Electric,ForcedAir,Electric,Public,PublicSewer,Yes,No,"AluminumSiding,Brick,VinylSiding",25.0,100.0,2614,0.06,1991
DENC2019656,230000.0,19805,WILLOW RUN,Red Clay Consolidated,No,Detached,0.2,1950.0,1300.0,1300.0,0.0,4.0,1.0,1.0,Two,CapeCod,Main,Yes,CentralAC,Oil,HotWater,Electric,Public,PublicSewer,No,No,"Brick,Concrete",48.0,118.3,8712,0.2,1950
DENC2019268,199000.0,19805,ROSELLE,Red Clay Consolidated,No,Detached,0.15,1941.0,1272.0,1272.0,0.0,3.0,1.0,1.0,OneandaHalf,CapeCod,"Main,Upper1",No,None,NaturalGas,Radiator,NaturalGas,Public,PublicSewer,Yes,Yes,"Asbestos,Frame",50.0,133.5,6534,0.15,1941
DENC2016916,230000.0,19805,WILM #14,Red Clay Consolidated,No,Interior Row/Townhouse,0.04,1925.0,1175.0,1175.0,0.0,3.0,1.0,1.0,Two,"Colonial,Traditional","Main,Upper1",No,WindowUnits,NaturalGas,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,Brick,19.9,92.1,1742,0.04,1925
DENC2015592,225000.0,19805,ELSMERE,Red Clay Consolidated,No,Detached,0.14,1950.0,3085.0,2575.0,510.0,3.0,2.0,1.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,"AluminumSiding,Stone,Stucco",55.0,110.0,6098,0.14,1950
DENC2014998,230000.0,19805,WILLOW RUN,Red Clay Consolidated,No,Detached,0.16,1950.0,1275.0,1275.0,0.0,4.0,2.0,1.0,Two,CapeCod,Main,Yes,CentralAC,Oil,HotWater,NaturalGas,Public,PublicSewer,No,Yes,"Brick,Stucco",60.0,118.0,6970,0.16,1950
DENC2012496,230000.0,19805,LITTLE ITALY,Red Clay Consolidated,No,Interior Row/Townhouse,0.03,1920.0,1675.0,1675.0,0.0,3.0,2.0,1.0,Three,StraightThru,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,"AluminumSiding,Brick,VinylSiding",14.3,91.0,1307,0.03,1920
DENC2010986,219900.0,19805,VILONE VILLAGE,Red Clay Consolidated,No,Detached,0.13,1950.0,1250.0,1250.0,0.0,4.0,1.0,1.0,Two,CapeCod,"Main,Upper1",Yes,"CentralAC,WallUnit",Oil,ForcedAir,Electric,Public,PublicSewer,No,No,Brick,55.7,100.0,5663,0.13,1950
DENC2010508,230000.0,19805,BROOKLAND TERRACE,Red Clay Consolidated,No,Detached,0.22,1950.0,1675.0,1675.0,0.0,3.0,1.0,1.0,Three,CapeCod,Main,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"AluminumSiding,VinylSiding",80.0,120.0,9583,0.22,1950
DENC2005814,219900.0,19805,LANCASTER VILLAGE,Red Clay Consolidated,No,Twin/Semi-Detached,0.09,1943.0,1550.0,1550.0,0.0,3.0,2.0,1.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,HeatPumps,NaturalGas,Public,PublicSewer,Yes,No,Brick,40.0,100.0,3920,0.09,1943
DENC528212,225000.0,19805,VILONE VILLAGE,Red Clay Consolidated,No,Detached,0.11,1950.0,1250.0,1250.0,0.0,3.0,2.0,2.0,Two,CapeCod,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,No,No,"AluminumSiding,VinylSiding",50.0,100.0,4792,0.11,1950
DENC2008902,220000.0,19805,CLELAND HEIGHTS,Red Clay Consolidated,No,Detached,0.07,1956.0,2045.0,1625.0,420.0,3.0,2.0,1.0,Two,CapeCod,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,Brick,39.1,80.0,3049,0.07,1956
DENC2015010,214900.0,19805,COLONIAL HEIGHTS,Red Clay Consolidated,No,Detached,0.13,1960.0,1225.0,1225.0,0.0,3.0,2.0,2.0,One,Rancher,"Lower1,Main",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,Brick,50.0,110.0,5662,0.13,1960
DENC523360,250000.0,19805,WILM #15,Red Clay Consolidated,No,End of Row/Townhouse,0.03,1880.0,2200.0,1700.0,500.0,5.0,3.0,2.0,Two,Traditional,Main,No,DuctlessMiniSplit,Electric,"Other,Zoned",Tankless,Public,PublicSewer,Yes,No,"Brick,Concrete",16.0,72.0,1307,0.03,1880
DENC2017280,229900.0,19805,WILM #15,Red Clay Consolidated,No,Interior Row/Townhouse,0.04,1920.0,2000.0,2000.0,0.0,5.0,3.0,3.0,Three,"Colonial,StraightThru","Main,Upper1,Upper2",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,Yes,No,Brick,16.3,99.0,1742,0.04,1920
DENC2012110,229500.0,19805,UNION PARK GARDENS,Red Clay Consolidated,No,Interior Row/Townhouse,0.04,1918.0,1075.0,1075.0,0.0,3.0,1.0,1.0,Two,Traditional,Upper1,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,Brick,18.0,97.5,1742,0.04,1918
DENC2000081,224900.0,19805,WILLOW RUN,Red Clay Consolidated,Yes,Detached,0.22,1950.0,0.0,0.0,0.0,4.0,1.0,1.0,OneandaHalf,CapeCod,"Main,Upper1",Yes,CentralAC,Electric,"ForcedAir,HeatPumpElectricBackUp",Electric,Public,PublicSewer,No,No,"Brick,CopperPlumbing,MixedPlumbing,Stucco",82.7,118.0,9583,0.22,1950
DENC2008188,259900.0,19805,COLONIAL HEIGHTS,Red Clay Consolidated,No,Detached,0.16,1930.0,1225.0,1225.0,0.0,3.0,1.0,1.0,Three,CapeCod,"Main,Upper1",Yes,"CeilingFans,CentralAC,WindowUnits",Oil,90ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"AluminumSiding,VinylSiding",77.0,110.0,6969,0.16,1930
DENC2007392,235000.0,19805,CLELAND HEIGHTS,Red Clay Consolidated,No,Detached,0.07,1960.0,1872.0,1500.0,372.0,3.0,2.0,2.0,One,CapeCod,"Lower3,Main,Upper1",Yes,CentralAC,"NaturalGas,Wood","ForcedAir,WoodBurnStove",NaturalGas,Public,PublicSewer,Yes,Yes,Brick,45.9,80.0,3049,0.07,1960
DENC2002940,219900.0,19805,LANCASTER VILLAGE,Red Clay Consolidated,Yes,Twin/Semi-Detached,0.15,1943.0,1550.0,1550.0,0.0,3.0,2.0,2.0,Two,Traditional,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,"Brick,VinylSiding",101.5,100.0,6534,0.15,1943
DENC2002108,230000.0,19805,UNION PARK GARDENS,Red Clay Consolidated,No,End of Row/Townhouse,0.06,1918.0,1150.0,1150.0,0.0,3.0,1.0,1.0,Two,Traditional,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,"Brick,Stucco",27.0,97.5,2614,0.06,1918
DENC527532,235000.0,19805,BROOKLAND TERRACE,Red Clay Consolidated,No,Detached,0.14,1950.0,1400.0,1400.0,0.0,2.0,2.0,2.0,TwoandaHalf,Bungalow,Main,Yes,CentralAC,Oil,90ForcedAir,Electric,Public,PublicSewer,Yes,Yes,"AluminumSiding,Frame,VinylSiding",60.0,100.0,6098,0.14,1950
DENC524190,244900.0,19805,WILMINGTON,Red Clay Consolidated,No,Twin/Semi-Detached,0.06,1950.0,1525.0,1525.0,0.0,3.0,2.0,1.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,BaseboardHotWater,Electric,Public,PublicSewer,Yes,No,Brick,31.0,80.0,2614,0.06,1950
DENC521634,230000.0,19805,LATIMER ESTATES,Red Clay Consolidated,No,Detached,0.18,1941.0,1400.0,1400.0,0.0,3.0,2.0,1.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,Brick,0.0,0.0,7841,0.18,1941
DENC518790,230000.0,19805,LATIMER ESTATES,Red Clay Consolidated,No,Detached,0.14,1960.0,1300.0,1300.0,0.0,4.0,2.0,1.0,OneandaHalf,Colonial,"Lower1,Main",Yes,CentralAC,Oil,BaseboardHotWater,Electric,Public,PublicSewer,Yes,No,"Brick,Stone",52.3,100.0,6098,0.14,1960
DENC2017830,230000.0,19805,WILM #24,Red Clay Consolidated,No,End of Row/Townhouse,0.05,1951.0,1075.0,1075.0,0.0,3.0,2.0,2.0,Two,Other,"Lower1,Main,Upper1",Yes,CentralAC,Oil,ForcedAir,Electric,Public,PublicSewer,Yes,No,Brick,24.0,88.0,2178,0.05,1951
DENC2003220,225000.0,19805,BAYARD SQUARE,Christina,No,Twin/Semi-Detached,0.06,1947.0,1350.0,1350.0,0.0,3.0,2.0,1.0,Two,Traditional,"Lower1,Main,Upper1",No,"WallUnit,WindowUnits",Oil,HotWater,Electric,Public,PublicSewer,Yes,No,Brick,25.0,100.0,2614,0.06,1947
DENC2001522,230000.0,19805,UNION PARK GARDENS,Red Clay Consolidated,No,Twin/Semi-Detached,0.07,1918.0,1525.0,1525.0,0.0,3.0,1.0,1.0,Two,Traditional,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,Yes,No,Brick,30.0,100.0,3049,0.07,1918
DENC527692,225000.0,19805,NONE AVAILABLE,Red Clay Consolidated,No,Twin/Semi-Detached,0.05,1923.0,1325.0,1325.0,0.0,3.0,1.0,1.0,Two,Traditional,"Main,Upper1",No,"CeilingFans,WindowUnits",Oil,Radiator,NaturalGas,Public,PublicSewer,Yes,Yes,Brick,24.9,101.3,2178,0.05,1923
DENC524586,225000.0,19805,WILM #25,Christina,No,Twin/Semi-Detached,0.06,1947.0,2295.0,1900.0,395.0,3.0,2.0,1.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,Oil,HotWater,Electric,Community,PublicSewer,Yes,No,Brick,25.9,100.0,2614,0.06,1947
DENC2020634,210000.0,19805,COLONIAL PARK,Red Clay Consolidated,No,Detached,0.1,1945.0,1275.0,1275.0,0.0,3.0,2.0,1.0,Two,CapeCod,"Main,Upper1",No,None,NaturalGas,HotWater,NaturalGas,Public,PublicSewer,Yes,Yes,VinylSiding,50.6,84.5,4356,0.1,1945
DENC2016014,239000.0,19805,WILM #24,Red Clay Consolidated,No,Interior Row/Townhouse,0.05,1993.0,1920.0,1600.0,320.0,2.0,2.0,1.0,Three,Colonial,"Main,Upper1,Upper2",Yes,CentralAC,Electric,HeatPumps,Electric,Public,PublicSewer,Yes,Yes,Brick,16.0,125.0,2178,0.05,1993
DENC526644,215000.0,19805,BRACK-EX,Red Clay Consolidated,No,Detached,0.17,1935.0,2100.0,2100.0,0.0,2.0,2.0,2.0,Two,Bungalow,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"Stucco,VinylSiding",60.0,120.0,7405,0.17,1935
DENC2009766,229900.0,19805,BAYARD SQUARE,Christina,No,Twin/Semi-Detached,0.05,1947.0,1250.0,1250.0,0.0,3.0,1.0,1.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,Oil,ForcedAir,Electric,Public,PublicSewer,Yes,No,Brick,23.0,100.0,2178,0.05,1947
DENC524040,219900.0,19805,ELSMERE MANOR,Red Clay Consolidated,No,Detached,0.17,1928.0,1150.0,1150.0,0.0,3.0,1.0,1.0,Two,Colonial,"Lower1,Main,Upper1",No,None,NaturalGas,Radiant,NaturalGas,Public,PublicSewer,Yes,Yes,Frame,44.0,173.0,7405,0.17,1928
DENC2018926,249900.0,19805,WILLOW RUN,Red Clay Consolidated,No,Detached,0.15,1950.0,1075.0,1075.0,0.0,3.0,1.0,1.0,One,Rancher,Main,No,WindowUnits,Oil,HotWater,Other,Public,PublicSewer,No,Yes,AluminumSiding,65.0,100.0,6534,0.15,1950
DENC2016716,229000.0,19805,LITTLE ITALY,Red Clay Consolidated,No,End of Row/Townhouse,0.05,1879.0,1050.0,1050.0,0.0,2.0,2.0,1.0,Two,Other,"Main,Upper1",Yes,CentralAC,NaturalGas,HotWater,Electric,Public,PublicSewer,Yes,No,ShingleSiding,16.0,129.7,2178,0.05,1879
DENC2008524,240000.0,19805,UNION PARK GARDENS,Red Clay Consolidated,No,End of Row/Townhouse,0.06,1918.0,1225.0,1225.0,0.0,3.0,1.0,1.0,Two,SidebySide,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,Other,Public,PublicSewer,Yes,No,"Brick,Stucco",36.6,81.2,2614,0.06,1918
DENC2006952,275000.0,19805,ELSMERE,Red Clay Consolidated,No,Detached,0.34,1890.0,1800.0,1800.0,0.0,3.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,Yes,No,VinylSiding,50.0,140.8,7405,0.17,1890
DENC2005592,235000.0,19805,CHRISTINA OVERLOOK,Christina,Yes,Interior Row/Townhouse,0.04,2015.0,1825.0,1825.0,0.0,3.0,3.0,2.0,Three,Traditional,"Lower1,Main,Upper1",Yes,CentralAC,Electric,ForcedAir,Electric,Public,PublicSewer,No,Yes,"Brick,Stucco",0.0,0.0,1742,0.04,2015
DENC2001788,229900.0,19805,LANCASTER VILLAGE,Red Clay Consolidated,No,Detached,0.16,1940.0,1800.0,1800.0,0.0,3.0,1.0,1.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,Oil,HotWater,Electric,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",62.5,110.0,6970,0.16,1940
DENC525868,239900.0,19805,ELSMERE GARDENS,Red Clay Consolidated,No,Detached,0.18,1957.0,1100.0,1100.0,0.0,3.0,1.0,1.0,One,Rancher,Main,Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PrivateSewer,No,No,"Brick,Stucco",53.0,150.0,7841,0.18,1957
DENC525402,225000.0,19805,WILLOW RUN,Red Clay Consolidated,No,Detached,0.3,1950.0,1500.0,1500.0,0.0,4.0,2.0,2.0,OneandaHalf,CapeCod,"Main,Upper1",No,WindowUnits,Electric,HotWater,Electric,Public,PublicSewer,No,No,"Brick,Stucco",50.0,169.4,13068,0.3,1950
DENC2021772,225000.0,19805,BROWNTOWN,Christina,No,Twin/Semi-Detached,0.07,2002.0,1425.0,1425.0,0.0,3.0,3.0,2.0,Three,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,No,Yes,"Brick,VinylSiding",26.0,116.0,3049,0.07,2002
DENC2012744,250000.0,19805,WILM #25,Christina,No,Twin/Semi-Detached,0.06,1941.0,1500.0,1250.0,250.0,3.0,2.0,1.0,Two,Traditional,"Lower1,Upper1",Yes,CentralAC,NaturalGas,HotWater,NaturalGas,Public,PublicSewer,Yes,Yes,Brick,25.0,90.5,2614,0.06,1941
DENC527988,229900.0,19805,UNION PARK GARDENS,Red Clay Consolidated,No,Interior Row/Townhouse,0.05,1918.0,1125.0,1125.0,0.0,3.0,1.0,1.0,Two,Traditional,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,"Brick,Stucco",20.0,100.0,2178,0.05,1918
DENC2006070,249900.0,19805,WILMINGTON,Christina,No,Twin/Semi-Detached,0.06,1941.0,1875.0,1250.0,625.0,3.0,2.0,2.0,Three,Traditional,"Lower1,Main,Upper1",No,"WallUnit,WindowUnits",Oil,"BaseboardElectric,HotWater,Radiator",Electric,Public,PublicSewer,Yes,No,Brick,26.0,96.5,2614,0.06,1941
DENC2011452,245000.0,19805,WILM #14,Red Clay Consolidated,No,Interior Row/Townhouse,0.03,1915.0,1525.0,1525.0,0.0,3.0,2.0,1.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,Brick,14.5,91.0,1307,0.03,1915
DENC2001668,230000.0,19805,BROOKLAND TERRACE,Red Clay Consolidated,No,Detached,0.14,1935.0,850.0,850.0,0.0,3.0,1.0,1.0,Two,"Cottage,Rancher","Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,Block,60.0,100.0,6098,0.14,1935
DENC523280,239900.0,19805,COLONIAL HEIGHTS,Red Clay Consolidated,No,Detached,0.19,1928.0,1025.0,1025.0,0.0,2.0,1.0,1.0,One,Bungalow,Main,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,Frame,47.0,166.0,8276,0.19,1928
DENC2014298,249900.0,19805,CLELAND HEIGHTS,Red Clay Consolidated,No,End of Row/Townhouse,0.09,1927.0,1300.0,1300.0,0.0,4.0,2.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,"Brick,Stucco",23.5,160.0,3920,0.09,1927
DENC2000796,239900.0,19805,NONE AVAILABLE,Christina,No,Twin/Semi-Detached,0.07,1941.0,1450.0,1250.0,200.0,3.0,2.0,2.0,Two,Colonial,"Lower1,Upper1",Yes,CentralAC,NaturalGas,Radiant,NaturalGas,Public,PublicSewer,Yes,No,Brick,25.0,126.0,3049,0.07,1941
DENC2020264,230000.0,19805,ROSELLE,Red Clay Consolidated,No,Detached,0.15,1941.0,1350.0,1350.0,0.0,3.0,1.0,1.0,OneandaHalf,CapeCod,"Main,Upper1",Yes,CentralAC,Electric,HeatPumpElectricBackUp,Electric,Public,PublicSewer,Yes,Yes,VinylSiding,50.0,131.7,6534,0.15,1941
DENC2016332,245900.0,19805,VILONE VILLAGE,Red Clay Consolidated,No,Detached,0.17,1950.0,1250.0,1250.0,0.0,4.0,1.0,1.0,Two,"Bungalow,CapeCod","Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,Stucco,63.7,126.7,7405,0.17,1950
